numeric__Tenure,numeric__MonthlyCharges,numeric__TotalCharges,numeric__SeniorCitizen,numeric__AverageMonthlySpending,numeric__TotalChargesPerTenure,numeric__IsLongTermContract,numeric__IsElectronicPayment,ordinal_contract__Contract,categorical__PaymentMethod_Bank Transfer,categorical__PaymentMethod_Credit Card,categorical__PaymentMethod_Electronic Check,categorical__PaperlessBilling_No,categorical__PaperlessBilling_Yes,categorical__MonthlyChargeCategory_High,categorical__MonthlyChargeCategory_Low,categorical__MonthlyChargeCategory_Medium,categorical__TenureGroup_Developing,categorical__TenureGroup_Established,categorical__TenureGroup_Loyal,categorical__TenureGroup_New,Churn
-1.4305680140578683,-0.06679462754932737,1.338467541389592,0.9900495037128095,1.0010724327643463,1.0010724327643463,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.8077356814068237,-0.525798510493881,-0.3682664966661148,0.9900495037128095,-0.32848236318701374,-0.32848236318701374,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-1.3819092380695055,0.8512131383397801,0.8553960966953648,0.9900495037128095,0.6384492947232768,0.6384492947232768,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.8077356814068237,-1.0613030405958603,-1.5537451339212491,0.9900495037128095,-0.3971498196265266,-0.3971498196265266,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.3916409932671783,-0.6979249665980888,-0.08721481974383011,0.9900495037128095,-0.3315317442690035,-0.3315317442690035,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.8466627021975139,1.4058428302311157,0.26931677041192753,-1.0100505037878158,-0.06724011810863825,-0.06724011810863825,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.27248914553483217,-0.238921083653535,-0.23595464876273275,-1.0100505037878158,-0.2956537589901601,-0.2956537589901601,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.4305680140578683,0.8129628147610672,0.4979765075603898,-1.0100505037878158,0.6324615586541332,0.6324615586541332,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.5060512702789738,-0.1624204364961094,1.1546517526916047,0.9900495037128095,-0.056843322311282404,-0.056843322311282404,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.07785404158138066,0.4495847407632956,-1.450737252332039,0.9900495037128095,-0.38103130846386707,-0.38103130846386707,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5547100462673367,0.12445699034423667,0.26088078010936294,-1.0100505037878158,-0.15219474262136393,-0.15219474262136393,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.1483471133253638,-1.4055559528042756,-1.1155176376774973,0.9900495037128095,-0.3770317979786581,-0.3770317979786581,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.3114161663255223,-0.2580462454428914,-0.24749863549255802,0.9900495037128095,-0.24833603980960972,-0.24833603980960972,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.5547100462673367,1.5205938009672542,1.464119396948844,-1.0100505037878158,-0.0044388359785588445,-0.0044388359785588445,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.5157830254766466,1.2910918594949774,-0.4317584236801538,0.9900495037128095,-0.32134202021881547,-0.32134202021881547,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.1483471133253638,-0.238921083653535,-0.23373465131468943,0.9900495037128095,-0.33191445010156545,-0.33191445010156545,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.7980039262091511,-1.0995533641745732,-0.14093875798647854,0.9900495037128095,-0.14769663845234862,-0.14769663845234862,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.01946351039534508,1.176340888758839,-0.25993062120160065,-1.0100505037878158,-0.27749041868285695,-0.27749041868285695,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.11678106237207082,1.463218315599185,1.4530194097086273,0.9900495037128095,-0.11462234309194215,-0.11462234309194215,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.40873371830224803,-0.238921083653535,0.16675288831232601,0.9900495037128095,-0.19087649124365333,-0.19087649124365333,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.2845916860927797,1.5779692863353234,0.24756079542110299,-1.0100505037878158,0.24077599432624394,0.24077599432624394,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.32114792152319505,1.3102170212843338,1.2705356194794661,-1.0100505037878158,-0.19091837935758005,-0.19091837935758005,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.21409861434879657,1.558844124545967,1.2749756143755528,0.9900495037128095,-0.11281077373242897,-0.11281077373242897,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.1483471133253638,-1.3290553056468501,-1.3166494064702223,0.9900495037128095,-0.3873229150926173,-0.3873229150926173,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6617593534417351,0.04795634318681105,-1.5883770941107251,0.9900495037128095,-0.398091103860866,-0.398091103860866,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.029195265593017793,-1.367305629225563,-1.4742692252812983,-1.0100505037878158,-0.38201434170395965,-0.38201434170395965,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.2456646653020895,1.0042144326546314,0.8691600808732334,0.9900495037128095,-0.28004554899717754,-0.28004554899717754,0.7018100265975371,1.385535286160941,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6617593534417351,-0.5640488340725939,-1.5137851798564694,-1.0100505037878158,-0.3935112159796868,-0.3935112159796868,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.5060512702789738,0.7173370058142852,-1.0280497382245903,-1.0100505037878158,-0.3145668665406428,-0.3145668665406428,0.7018100265975371,1.385535286160941,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.27248914553483217,-1.788059188591404,-1.0289377372038078,0.9900495037128095,-0.35361634229363265,-0.35361634229363265,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-1.4305680140578683,0.659961520446216,-0.6954941205077005,-1.0100505037878158,0.10904580080508207,0.10904580080508207,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
1.2943234412904525,-0.46842302512581185,1.0121279165272234,-1.0100505037878158,-0.2752511027545593,-0.2752511027545593,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.27248914553483217,0.18183247571230587,-0.1573667391019991,0.9900495037128095,-0.28990942682626614,-0.28990942682626614,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.11678106237207082,-0.39192237796838625,-0.4100024486893293,-1.0100505037878158,-0.2828402137977186,-0.2828402137977186,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.21409861434879657,1.0807150798120568,0.2244728219614524,0.9900495037128095,-0.21359216070108578,-0.21359216070108578,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.7006863742324253,-1.2908049820681373,1.4596794020527573,0.9900495037128095,0.05118647976444282,0.05118647976444282,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.029195265593017793,0.9277137854972056,-0.23639864825234141,0.9900495037128095,-0.2793057878692782,-0.2793057878692782,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9537120093719124,-1.233429496700068,-0.395794465021852,-1.0100505037878158,-0.33472819924625247,-0.33472819924625247,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6131005774533722,0.14358215213359307,0.3967446239296143,-1.0100505037878158,-0.273334779944974,-0.273334779944974,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.6835936491973553,1.1189654033907697,-1.710032954263499,0.9900495037128095,-0.40891496698716057,-0.40891496698716057,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.26275739033715945,0.7747124911823544,1.4516874112398013,0.9900495037128095,-0.08550144444382354,-0.08550144444382354,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.8077356814068237,-1.2525546584894245,-1.2300695059965328,-1.0100505037878158,-0.3784012893851764,-0.3784012893851764,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.6131005774533722,-0.8700514227022964,-0.7336780766140457,0.9900495037128095,-0.3441583619753569,-0.3441583619753569,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.3332504620811425,0.8320879765504237,1.223027674091339,-1.0100505037878158,0.6465898031099627,0.6465898031099627,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.5157830254766466,-1.137803687753286,1.1364477736176495,-1.0100505037878158,-0.2189093707993314,-0.2189093707993314,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.051029561348638,0.14358215213359307,-0.32431054719485697,0.9900495037128095,-0.33377808469196724,-0.33377808469196724,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.099688337337001,-0.7935507755448707,1.2367916582692076,-1.0100505037878158,-0.2539577074065643,-0.2539577074065643,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.01946351039534508,-1.4438062763829884,-0.21109067734464754,0.9900495037128095,-0.27332550741525025,-0.27332550741525025,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
-0.5060512702789738,1.3102170212843338,1.2461156475509896,-1.0100505037878158,-0.04604367826912445,-0.04604367826912445,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.6520275982440624,1.4058428302311157,0.5952123957846873,0.9900495037128095,-0.08455131576347136,-0.08455131576347136,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.2845916860927797,1.558844124545967,0.0073570715428154425,-1.0100505037878158,0.16703434719178126,0.16703434719178126,0.7018100265975371,1.385535286160941,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.8077356814068237,0.2774582846590879,0.6817922962583769,-1.0100505037878158,-0.2676589420336624,-0.2676589420336624,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.5547100462673367,1.1954660505481953,0.10148496333985234,0.9900495037128095,-0.17176831106592738,-0.17176831106592738,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.3916409932671783,1.271966697705621,-0.055690855981614926,-1.0100505037878158,-0.33004286130396815,-0.33004286130396815,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.6252031180113198,0.5069602261313647,-0.7665340388450869,0.9900495037128095,0.7376120457220228,0.7376120457220228,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.8077356814068237,-1.003927555227791,-0.2825745951716425,-1.0100505037878158,-0.3235187605305246,-0.3235187605305246,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.2456646653020895,-0.9848023934384348,-0.5556342812809713,-1.0100505037878158,-0.35059499317298426,-0.35059499317298426,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-1.6738618939996828,-0.21979592186417862,-1.3028854222923538,-1.0100505037878158,0.4915793782955809,0.4915793782955809,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.8077356814068237,-1.7689340268020475,1.136891773107258,-1.0100505037878158,-0.24129783984246367,-0.24129783984246367,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.5862760972206298,0.755587329392998,-1.2651454656756171,-1.0100505037878158,-0.3888894485164333,-0.3888894485164333,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.5376173212322668,0.755587329392998,-1.037817726995981,-1.0100505037878158,-0.3782144546006363,-0.3782144546006363,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.1386153581276912,0.2200827992910187,-0.2537146283470793,0.9900495037128095,-0.02937238309724963,-0.02937238309724963,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.6738618939996828,0.7364621676036416,-0.9898657821182452,-1.0100505037878158,0.9720586872585769,0.9720586872585769,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.6349348732089926,-0.6979249665980888,1.4765513826578864,-1.0100505037878158,-0.2690480894536613,-0.2690480894536613,0.7018100265975371,1.385535286160941,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
-0.06812228638370794,1.0807150798120568,-1.4791532196669936,-1.0100505037878158,-0.38044918880836454,-0.38044918880836454,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.576544342022957,-1.3481804674362066,1.347347531181765,-1.0100505037878158,2.071368084928524,2.071368084928524,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.2238303695464693,-0.08591978933868377,1.6292872070832671,0.9900495037128095,-0.1530325269898723,-0.1530325269898723,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-1.3819092380695055,-0.3536720543896734,-0.21109067734464754,0.9900495037128095,0.22918996843635608,0.22918996843635608,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.5157830254766466,0.46870990255265194,0.9495239884924017,-1.0100505037878158,-0.23111892499117817,-0.23111892499117817,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.06812228638370794,0.48783506434200835,0.4189445984100475,-1.0100505037878158,-0.21396091761753913,-0.21396091761753913,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.3114161663255223,0.9277137854972056,-0.15559074114356444,-1.0100505037878158,-0.2389309129107596,-0.2389309129107596,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.4573924942906109,0.5452105497100775,-1.0475857157673716,0.9900495037128095,-0.32057831888773397,-0.32057831888773397,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.6617593534417351,0.5260853879207211,0.06418900621272451,-1.0100505037878158,-0.2966247783028364,-0.2966247783028364,-1.42488702369803,-0.7217427156047488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.710418129430098,0.43045957897393916,0.20316084646023652,0.9900495037128095,-0.290617684464287,-0.290617684464287,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.2943234412904525,-1.6159327324871962,1.5173993357018836,0.9900495037128095,-0.25062944549462957,-0.25062944549462957,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
0.32114792152319505,-0.2006707600748222,-0.6266741996183576,0.9900495037128095,-0.3263686902399077,-0.3263686902399077,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.1751715935581064,-0.10504495112804019,-0.7181380944777425,0.9900495037128095,-0.326598508810911,-0.326598508810911,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.2238303695464693,1.2145912123375517,-0.08543882178539546,-1.0100505037878158,-0.2814263060049279,-0.2814263060049279,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.7493451502207882,0.2392079610803751,1.5395993101823169,-1.0100505037878158,0.08515976423657379,0.08515976423657379,0.7018100265975371,-0.7217427156047488,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.6252031180113198,1.424967992020472,-0.819369978108518,0.9900495037128095,0.6835439249025462,0.6835439249025462,0.7018100265975371,-0.7217427156047488,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.27248914553483217,0.1627073139229495,-1.3202014023870916,-1.0100505037878158,-0.374906070539477,-0.374906070539477,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
-0.8953214781858768,-1.6159327324871962,1.4214954459464122,-1.0100505037878158,0.14869359248242942,0.14869359248242942,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.9050532333835495,1.5205938009672542,0.033997040919335315,0.9900495037128095,-0.3092442529191592,-0.3092442529191592,0.7018100265975371,-0.7217427156047488,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7493451502207882,0.5069602261313647,-0.48681436039162823,0.9900495037128095,-0.21107901537938215,-0.21107901537938215,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-0.7980039262091511,0.6982118440249289,-1.1044176504372807,-1.0100505037878158,-0.2955888512820935,-0.2955888512820935,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
-1.0412978061509655,-1.4055559528042756,-1.6682970022402848,-1.0100505037878158,-0.3705572540990149,-0.3705572540990149,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.27248914553483217,1.1189654033907697,-1.3761453380777833,0.9900495037128095,-0.3789952561476727,-0.3789952561476727,-1.42488702369803,-0.7217427156047488,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-1.2845916860927797,0.564335711499434,-0.4060064532828513,0.9900495037128095,0.04013328715077439,0.04013328715077439,0.7018100265975371,1.385535286160941,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.12651281756974353,-0.5640488340725939,1.4645633964384526,0.9900495037128095,-0.1524673549952436,-0.1524673549952436,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.440299769255541,1.0807150798120568,-1.4245412824451278,0.9900495037128095,-0.3950304103904892,-0.3950304103904892,-1.42488702369803,1.385535286160941,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.6617593534417351,0.3157086082378007,-1.412109296736085,0.9900495037128095,-0.38726839261784135,-0.38726839261784135,0.7018100265975371,1.385535286160941,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.36980669751155787,-0.6787998048087324,0.933096007376881,0.9900495037128095,-0.21959815206312322,-0.21959815206312322,0.7018100265975371,-0.7217427156047488,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
